2,1,ACEH SELATAN,2,kabupaten,18,11,1101,110100,1101000000,acehselatankab,18,active,,3/10/2018 09.59.08
269,1,ACEH TENGGARA,2,kabupaten,16,11,1102,110200,1102000000,acehtenggarakab,16,active,,3/10/2018 09.59.58
671,1,ACEH TIMUR,2,kabupaten,24,11,1103,110300,1103000000,acehtimurkab,24,active,,3/10/2018 10.01.14
1207,1,ACEH TENGAH,2,kabupaten,14,11,1104,110400,1104000000,acehtengahkab,14,active,,3/10/2018 10.02.59
1492,1,ACEH BARAT,2,kabupaten,12,11,1105,110500,1105000000,acehbaratkab,12,active,,3/10/2018 10.10.04
1824,1,ACEH BESAR,2,kabupaten,23,11,1106,110600,1106000000,acehbesarkab,23,active,,3/10/2018 10.11.08
2452,1,PIDIE,2,kabupaten,23,11,1107,110700,1107000000,pidiekab,23,active,,3/10/2018 10.13.07
3205,1,ACEH UTARA,2,kabupaten,27,11,1108,110800,1108000000,acehutarakab,27,active,,3/10/2018 10.15.32
4086,1,SIMEULUE,2,kabupaten,10,11,1109,110900,1109000000,simeuluekab,8,active,,3/10/2018 10.18.29
4233,1,ACEH SINGKIL,2,kabupaten,11,11,1110,111000,1110000000,acehsingkilkab,11,active,,3/10/2018 10.18.57
4362,1,BIREUEN,2,kabupaten,17,11,1111,111100,1111000000,bireuenkab,17,active,,3/10/2018 10.24.03
4989,1,ACEH BARAT DAYA,2,kabupaten,9,11,1112,111200,1112000000,acehbaratdayakab,9,active,,3/10/2018 10.26.04
5138,1,GAYO LUES,2,kabupaten,11,11,1113,111300,1113000000,gayolueskab,11,active,,3/10/2018 10.26.31
5286,1,ACEH JAYA,2,kabupaten,9,11,1114,111400,1114000000,acehjayakab,9,active,,3/10/2018 10.26.59
5463,1,NAGAN RAYA,2,kabupaten,10,11,1115,111500,1115000000,naganrayakab,9,active,,3/10/2018 10.27.33
5694,1,ACEH TAMIANG,2,kabupaten,12,11,1116,111600,1116000000,acehtamiangkab,12,active,,3/10/2018 10.28.17
5920,1,BENER MERIAH,2,kabupaten,10,11,1117,111700,1117000000,benermeriahkab,10,active,,3/10/2018 10.28.59
6166,1,PIDIE JAYA,2,kabupaten,8,11,1118,111800,1118000000,pidiejayakab,8,active,,3/10/2018 10.32.53
6397,1,KOTA BANDA ACEH,2,kabupaten,9,11,1171,117100,1171000000,bandaacehkota,9,active,,3/10/2018 10.33.35
6497,1,KOTA SABANG,2,kabupaten,2,11,1172,117200,1172000000,sabangkota,2,active,,3/10/2018 10.33.56
6518,1,KOTA LHOKSEUMAWE,2,kabupaten,4,11,1173,117300,1173000000,lhokseumawekota,4,active,,3/10/2018 10.34.00
6591,1,KOTA LANGSA,2,kabupaten,5,11,1174,117400,1174000000,langsakota,5,active,,3/10/2018 10.34.14
6648,1,KOTA SUBULUSSALAM,2,kabupaten,5,11,1175,117500,1175000000,subulussalamkota,5,active,,3/10/2018 10.34.26
6729,6728,LABUHANBATU SELATAN,2,kabupaten,5,12,1222,122200,1222000000,labuanbatuselatankab,5,active,,3/10/2018 10.34.41
6789,6728,LABUHANBATU UTARA,2,kabupaten,8,12,1223,122300,1223000000,labuanbatuutarakab,8,active,,3/10/2018 10.34.53
6888,6728,NIAS UTARA,2,kabupaten,11,12,1224,122400,1224000000,niasutarakab,11,active,,3/10/2018 10.35.11
7013,6728,NIAS BARAT,2,kabupaten,8,12,1225,122500,1225000000,niasbaratkab,8,active,,3/10/2018 10.35.34
7132,6728,KOTA GUNUNGSITOLI,2,kabupaten,6,12,1278,127800,1278000000,gunungsitolikota,6,active,,3/10/2018 10.35.56
7240,6728,TAPANULI TENGAH,2,kabupaten,20,12,1201,120100,1201000000,tapanulitengahkab,20,active,,3/10/2018 10.36.16
7438,6728,TAPANULI UTARA,2,kabupaten,15,12,1202,120200,1202000000,tapanuliutarakab,15,active,,3/10/2018 10.36.52
7697,6728,TAPANULI SELATAN,2,kabupaten,14,12,1203,120300,1203000000,tapanuliselatankab,14,active,,3/10/2018 10.37.40
7960,6728,NIAS,2,kabupaten,10,12,1204,120400,1204000000,niaskab,9,active,,3/10/2018 10.38.28
8094,6728,LANGKAT,2,kabupaten,23,12,1205,120500,1205000000,langkatkab,23,active,,3/10/2018 10.38.51
8408,6728,KARO,2,kabupaten,17,12,1206,120600,1206000000,karokab,17,active,,3/10/2018 10.39.46
8688,6728,DELI SERDANG,2,kabupaten,22,12,1207,120700,1207000000,deliserdangkab,22,active,,3/10/2018 10.40.38
9114,6728,SIMALUNGUN,2,kabupaten,32,12,1208,120800,1208000000,simalungunkab,31,active,,3/10/2018 10.43.39
9497,6728,ASAHAN,2,kabupaten,25,12,1209,120900,1209000000,asahankab,25,active,,3/10/2018 10.44.53
9727,6728,LABUHANBATU,2,kabupaten,9,12,1210,121000,1210000000,labuhanbatukab,9,active,,3/10/2018 10.45.36
9835,6728,DAIRI,2,kabupaten,15,12,1211,121100,1211000000,dairikab,15,active,,3/10/2018 10.45.56
10020,6728,TOBA SAMOSIR,2,kabupaten,16,12,1212,121200,1212000000,tobasamosirkab,16,active,,3/10/2018 10.46.32
10227,6728,MANDAILING NATAL,2,kabupaten,23,12,1213,121300,1213000000,mandailingnatalkab,17,active,,3/10/2018 10.47.12
10646,6728,NIAS SELATAN,2,kabupaten,35,12,1214,121400,1214000000,niasselatankab,18,active,,3/10/2018 10.48.30
11022,6728,PAKPAK BHARAT,2,kabupaten,8,12,1215,121500,1215000000,pakpakbharatkab,8,active,,3/10/2018 10.49.35
11083,6728,HUMBANG HASUNDUTAN,2,kabupaten,10,12,1216,121600,1216000000,humbanghasundutankab,10,active,,3/10/2018 10.49.46
11247,6728,SAMOSIR,2,kabupaten,9,12,1217,121700,1217000000,samosirkab,9,active,,3/10/2018 10.50.16
11374,6728,SERDANG BEDAGAI,2,kabupaten,17,12,1218,121800,1218000000,serdangbedagaikab,17,active,,3/10/2018 10.50.40
11635,6728,BATU BARA,2,kabupaten,7,12,1219,121900,1219000000,batubarakab,7,active,,3/10/2018 10.51.29
11743,6728,KOTA MEDAN,2,kabupaten,21,12,1271,127100,1271000000,medankota,21,active,,3/10/2018 10.51.49
11916,6728,KOTA PEMATANGSIANTAR,2,kabupaten,8,12,1272,127200,1272000000,pematangsiantarkota,8,active,,3/10/2018 10.52.21
11978,6728,KOTA SIBOLGA,2,kabupaten,4,12,1273,127300,1273000000,sibolgakota,4,active,,3/10/2018 10.52.33
12000,6728,KOTA TANJUNG BALAI,2,kabupaten,6,12,1274,127400,1274000000,tanjungbalaikota,6,active,,3/10/2018 10.52.37
12038,6728,KOTA BINJAI,2,kabupaten,5,12,1275,127500,1275000000,binjaikota,5,active,,3/10/2018 10.52.44
12081,6728,KOTA TEBING TINGGI,2,kabupaten,5,12,1276,127600,1276000000,tebingtinggikota,5,active,,3/10/2018 10.52.52
12122,6728,KOTA PADANG SIDEMPUAN,2,kabupaten,6,12,1277,127700,1277000000,padangsidempuankota,6,active,,3/10/2018 10.53.00
12208,6728,PADANG LAWAS UTARA,2,kabupaten,12,12,1220,122000,1220000000,padanglawasutarakab,8,active,,3/10/2018 10.53.17
12606,6728,PADANG LAWAS,2,kabupaten,12,12,1221,122100,1221000000,padanglawaskab,11,active,,3/10/2018 10.54.32
12921,12920,PESISIR SELATAN,2,kabupaten,15,13,1301,130100,1301000000,pesisirselatankab,12,active,,3/10/2018 10.55.30
13010,12920,SOLOK,2,kabupaten,14,13,1302,130200,1302000000,solokkab,14,active,,3/10/2018 10.55.46
13099,12920,SIJUNJUNG,2,kabupaten,8,13,1303,130300,1303000000,sijunjungkab,8,active,,3/10/2018 10.56.03
